Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate
S19S_0099-M,-84.7121004,39.2386399,27.3,7.5,,,-8.93,-84.7121004,39.2386399,-170.42112148088785,219.95213966500785,1373.8807990202467,2.1043640256197325,0.0917142665354761,0.1432250150436203,0.0131357772042581,0.9508514588885464,2.231523418917432,-8.93,-170.42112148088785
S19S_0099-U,-84.7123967,39.2386771,27.3,7.5,,,-4.29,-84.7123967,39.2386771,-163.21771189213382,221.12861368971525,1374.0902044082782,2.1043640256197325,0.0920595759452595,0.1432250150436203,0.013185234149669,0.6324572921847242,2.2127672852979696,-4.29,-163.21771189213382
S19S_0021-D,-87.79835,32.54069,33.4,7.5,6.55,,-2505.5,-87.79835,32.54069,-285.63343806324315,216.53431720615407,1373.4489635974376,4.3408591025211525,0.0906872028842293,0.2954429949816941,0.0267928988266292,3.3988944070784957,2.455809047348892,-2505.5,-285.63343806324315
S19S_0021-M,-87.79828,32.54082,33.4,7.5,6.55,,-23.78,-87.79828,32.54082,-285.63343806324315,216.53431720615407,1373.4489635974376,4.3408591025211525,0.0906872028842293,0.2954429949816941,0.0267928988266292,1.3762118502826728,2.455809047348892,-23.78,-285.63343806324315
S19S_0021-U,-87.79821,32.54108,33.4,7.5,6.55,,-35.1,-87.79821,32.54108,-285.63343806324315,216.53431720615407,1373.4489635974376,4.3408591025211525,0.0906872028842293,0.2954429949816941,0.0267928988266292,1.545307116465824,2.455809047348892,-35.1,-285.63343806324315
S19S_0052-D,-74.69563,42.13187,20.3,6.5,,,-15.34,-74.69563,42.13187,-114.87856726220896,229.12126205497088,1375.6045222711543,1.6712734119042512,0.0963667371527834,0.1137484563734144,0.0109615675968716,1.1858253596129622,2.060239010515941,-15.34,-114.87856726220896
S19S_0052-M,-74.69546,42.13233,20.3,6.5,,,-50.95,-74.69546,42.13233,-119.61038678574494,227.722740665354,1375.3093696223457,1.6712734119042512,0.0958982846884639,0.1137484563734144,0.010908281852171,1.7071441883424452,2.0777688947683384,-50.95,-119.61038678574494
S19S_0052-U,-74.69548,42.13247,20.3,6.5,,,-15.94,-74.69548,42.13247,-131.27648775619946,225.72142292791375,1374.9958969336851,1.6712734119042512,0.0945131476383489,0.1137484563734144,0.0107507246508547,1.2024883170600935,2.1181869488455662,-15.94,-131.27648775619946
S19S_0080-D,-106.681374,34.950811,22.7,8.11,6.66,,-3.21,-106.681374,34.950811,-167.3757225309452,220.69545451933317,1374.0895202660763,3.0047448792849707,0.0919842046874123,0.2045057914402866,0.0188113025796045,0.5065050324048721,2.2236924647954215,-3.21,-167.3757225309452
S19S_0080-M,-106.681271,34.950833,22.7,8.11,6.66,,-20.32,-106.681271,34.950833,-170.83778010150832,219.72664008194653,1373.8777630391455,3.0047448792849707,0.0923502876438953,0.2045057914402866,0.0188861686643529,1.3079237036118816,2.2325839194866464,-20.32,-170.83778010150832
S19S_0080-U,-106.681382,34.950903,22.7,8.11,6.66,,-35.76,-106.681382,34.950903,-168.76829353083954,220.4032089567692,1374.034801253406,3.0047448792849707,0.0918898117390145,0.2045057914402866,0.018791998674986,1.55339751012388,2.2272908591261613,-35.76,-168.76829353083954
S19S_0100-D,-106.950961,38.92352,14.2,7.24,7.6,,-40.96,-106.950961,38.92352,-140.05181819066144,225.04378503784045,1374.87863033784,3.399544693738066,0.0945269189283864,0.2313762419307195,0.0218712832629398,1.6123599479677744,2.1462887513248545,-40.96,-140.05181819066144
S19S_0100-M,-106.950743,38.922712,14.2,7.24,7.6,,-8.65,-106.95074300000002,38.922712,-136.5462164815773,225.4786496338685,1374.952779336965,3.399544693738066,0.0946258795629065,0.2313762419307195,0.0218941804026541,0.9370161074648142,2.1352796709060864,-8.65,-136.5462164815773
S19S_0100-U,-106.95145,38.922389,14.2,7.24,7.6,,-4.28,-106.95145,38.922389,-132.11598173239958,226.20033252359616,1375.0780432013212,3.399544693738066,0.0948406860209046,0.2313762419307195,0.0219438815136482,0.631443769013172,2.1209553562850143,-4.28,-132.11598173239958
S19S_0087-D,-116.7743431,43.1233451,17.1,7.25,,,-991.01,-116.77434309999998,43.1233451,-209.0187325429751,219.3112319048505,1373.8853691331897,3.988633134380094,0.0927201512579989,0.2714701609227674,0.0251707543827922,2.99607803684946,2.3201852099171814,-991.01,-209.0187325429751
S19S_0087-M,-116.7744702,43.1233625,17.1,7.25,,,-38.08,-116.7744702,43.1233625,-223.19413455616305,218.3088328878605,1373.6941985724666,3.988633134380094,0.0924066370459868,0.2714701609227674,0.0250856446292057,1.5806969397124366,2.3486827773472467,-38.08,-223.19413455616305
S19S_0087-U,-116.7745057,43.1231912,17.1,7.25,,,-35.52,-116.7745057,43.1231912,-224.44168250907663,218.2472915676853,1373.681138579391,3.988633134380094,0.0923846512172826,0.2714701609227674,0.0250796761327494,1.5504729571065634,2.351103515697383,-35.52,-224.44168250907663
S19S_0053-D,-73.00222222,41.869567,22.78,6.5,,,-18.6,-73.00222222,41.869567,-192.39203038936083,216.1623790510077,1373.3116873121246,1.6242483174741893,0.091316907062101,0.1105478837656453,0.0100948908277393,1.2695129442179163,2.284187077942908,-18.6,-192.39203038936083
S19S_0053-M,-72.796633,41.869617,22.78,6.5,,,-43.06,-72.796633,41.869617,-286.7009216061033,213.9992177842324,1372.9629409448264,1.732554963707574,0.0908691782781913,0.1179193370157703,0.0107152332577321,1.6340740254874684,2.457429088997415,-43.06,-286.7009216061033
S19S_0053-U,-72.796767,41.869583,22.78,6.5,,,-15.66,-72.796767,41.869583,-234.55307783115015,211.9122872984464,1372.6629793656425,1.732554963707574,0.0897722864693878,0.1179193370157703,0.0105858885028599,1.1947917577219247,2.3702411361802764,-15.66,-234.55307783115015
S19S_0017-D,-96.44355,38.94668,20.7,7.5,7.3,,-42.8,-96.44355,38.94668,-254.3894948728569,213.61062636204383,1372.880472311225,1.6010744261555765,0.0896194856730623,0.1089706467038446,0.0097658933110594,1.631443769013172,2.4054991729632076,-42.8,-254.3894948728569
S19S_0017-M,-96.44379,38.94667,20.7,7.5,7.3,,-3.18,-96.44379,38.94667,-254.3894948728569,213.61062636204383,1372.880472311225,1.6010744261555765,0.0896194856730623,0.1089706467038446,0.0097658933110594,0.5024271199844327,2.4054991729632076,-3.18,-254.3894948728569
S19S_0017-U,-96.44389,38.94684,20.7,7.5,7.3,,-13.09,-96.44389,38.94684,-254.3894948728569,213.61062636204383,1372.880472311225,1.6010744261555765,0.0896194856730623,0.1089706467038446,0.0097658933110594,1.1169396465507557,2.4054991729632076,-13.09,-254.3894948728569
S19S_0032-D,-119.02313,39.95545,13.1,7.0,9.35,,-15.13,-119.02313,39.95545,-162.904616749901,222.0804852897199,1374.3117699999518,2.019686740750874,0.0935568572600251,0.1374617985793854,0.0128604938683978,1.1798389280231867,2.2119333924766775,-15.13,-162.904616749901
S19S_0032-M,-119.02367,36.95503,13.1,7.0,9.35,,-3.73,-119.02367,36.95503,-1145.060135715975,473.0401048741851,1495.372198052628,8.050587268141639,0.1582835080058861,0.5479306187293304,0.086728380476314,0.5717088318086876,3.058828295342991,-3.73,-1145.060135715975
S19S_0032-U,-119.02375,36.95497,13.1,7.0,9.35,,-46.77,-119.02375000000002,36.95497,-121.26726602839356,229.1244460661846,1375.7144399619667,8.050587268141639,0.096794457791538,0.5479306187293304,0.0530366471472874,1.6699673699085043,2.0837435865073686,-46.77,-121.26726602839356
S19S_0089-D,-80.44539,37.21008,20.8,7.0,9.95,,-1185.05,-80.44539,37.21008,-612.1874126750629,261.12686934649093,1383.9167192269142,0.5268446527563365,0.1234331883580334,0.0358575476476581,0.0044260114328504,3.073736674621221,2.786884395725279,-1185.05,-612.1874126750629
S19S_0089-M,-80.44529,37.21012,20.8,7.0,9.95,,-1138.3,-80.44529,37.21012,-634.0218852499302,266.1106951953257,1385.2488101112644,0.5268446527563365,0.1262794397285942,0.0358575476476581,0.0045280710269875,3.056256735850139,2.802104249173904,-1138.3,-634.0218852499302
S19S_0089-U,-80.44513,37.21014,20.8,7.0,9.95,,-47.16,-80.44513,37.21014,-692.3661823852633,282.1451203322612,1389.7450991106844,0.5268446527563365,0.1362625101632262,0.0358575476476581,0.0048860394507673,1.6735737964230515,2.8403358472418554,-47.16,-692.3661823852633
