Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate
S19S_0039-M,-84.358455,35.966319,22.8,7.5,6.13,,-11.12,-84.358455,35.966319,-218.30427305074767,216.7306110467973,1373.3573046156353,1.1401260869263314,0.0913521810209402,0.0775980647661745,0.0070887524593941,1.0461047872460387,2.339062236598733,-11.12,-218.30427305074767
S19S_0039-U,-84.357361,35.966243,22.8,7.5,6.13,,-1694.52,-84.357361,35.966243,-223.004675650724,215.38782051261964,1373.039208183345,1.1401260869263314,0.090875845505848,0.0775980647661745,0.0070517897452436,3.229046699073886,2.34831396882404,-1694.52,-223.004675650724
S19S_0040-D,-96.584725,39.087889,21.7,7.5,8.62,,-26.93,-96.584725,39.087889,-432.77451374088304,226.3381739342987,1375.449121548983,1.4339760058440334,0.1018165639411654,0.097597769448999,0.0099370695336191,1.4302363534115103,2.636261677080935,-26.93,-432.77451374088304
S19S_0040-M,-96.584798,39.087692,21.7,7.5,8.62,,-60.88,-96.584798,39.087692,-432.7644001155856,226.31205392811484,1375.4948906844552,1.4339760058440334,0.1020301338489214,0.097597769448999,0.0099579134802374,1.7844746437625165,2.6362515278164973,-60.88,-432.7644001155856
S19S_0040-U,-96.58479,39.08766,21.7,7.5,8.62,,-1890.34,-96.58479,39.08766,-406.3410278856164,222.24713845905157,1374.404887949453,1.4339760058440334,0.0984895357352772,0.097597769448999,0.0096123590018305,3.276539924196441,2.608890674860879,-1890.34,-406.3410278856164
S19S_0041-D,-120.858196,44.299994,20.0,6.5,,,-4.81,-120.858196,44.299994,-132.66089445514746,226.08948514335776,1375.176847125012,2.003173383458913,0.0949463338874425,0.1363378837919402,0.0129447822360168,0.6821450763738317,2.1227429211669806,-4.81,-132.66089445514746
S19S_0041-M,-120.858255,44.300038,20.0,6.5,,,-88.82,-120.858255,44.300038,-132.5982548364307,226.1116164445835,1375.1807629872233,2.003173383458913,0.094954566856964,0.1363378837919402,0.0129459047016587,1.948510768837657,2.122537808232437,-88.82,-132.5982548364307
S19S_0041-U,-120.85829,44.300082,20.0,6.5,,,-48.64,-120.85828999999998,44.300082,-133.18610267750404,225.924198726088,1375.1474985071466,2.003173383458913,0.0948853656566637,0.1363378837919402,0.0129364699564539,1.6869935662646784,2.1244589106799925,-48.64,-133.18610267750404
S19S_0042-D,-80.96434,25.40976,29.1,7.5,3.9,,-19.26,-80.96434,25.40976,-164.86722862301855,220.19334126217072,1373.7937755967655,3.7683163411920986,0.0920133010267125,0.2564751906445524,0.0235991289226606,1.2846562827885157,2.2171343376177477,-19.26,-164.86722862301855
S19S_0042-M,-80.96423,25.40979,29.1,7.5,3.9,,-31.19,-80.96423,25.40979,-187.95596156741263,221.05289070052635,1374.3664344710733,3.7683163411920986,0.0924319117388166,0.2564751906445524,0.0237064921848533,1.4940153747571439,2.2740561051749726,-31.19,-187.95596156741263
S19S_0042-U,-80.96423,25.40982,29.1,7.5,3.9,,-50.32,-80.96423,25.40982,-164.4224567024947,220.6248893075337,1373.905491247924,3.7683163411920986,0.0921677637240787,0.2564751906445524,0.0236387447724151,1.7017406324372124,2.215961132887293,-50.32,-164.4224567024947
S19S_0043-D,-89.472992,43.14501,15.7,7.5,,,-19.4,-89.472992,43.14501,-239.72341571533525,210.80332160498887,1372.2273906720934,2.469738375754333,0.0885794141129661,0.168092740473953,0.0148895564678255,1.287801729930226,2.3797104571428918,-19.4,-239.72341571533525
S19S_0043-M,-89.472023,43.145025,15.7,7.5,,,-29.33,-89.472023,43.145025,-237.5573020054132,210.74520213363388,1372.2002369466031,2.469738375754333,0.0885432636729943,0.168092740473953,0.0148834798413013,1.467312062980552,2.3757683842476216,-29.33,-237.5573020054132
S19S_0054-D,-77.0237,37.57261,29.1,6.7,5.0,,-2448.32,-77.0237,37.57261,-1985.689887485308,653.3703770600758,1516.6131113258164,2.710507192613353,0.2860455285109869,0.1844796949156933,0.0527695918317051,3.3888681802838656,3.297911424083783,-2448.32,-1985.689887485308
S19S_0054-M,-77.0237,37.57267,29.1,6.7,5.0,,-2675.86,-77.0237,37.57267,-1058.489136165062,391.31094708288975,1425.1174225607056,2.710507192613353,0.1873158807490199,0.1844796949156933,0.0345559765334435,3.4274633875644,3.024686404983888,-2675.86,-1058.489136165062
S19S_0054-U,-77.02396,37.5728,29.1,6.7,5.0,,-2907.84,-77.02396,37.5728,-1094.9077634494734,395.9095780673319,1426.6088543618782,2.710507192613353,0.1889269234158494,0.1844796949156933,0.0348531811931164,3.4635705063724243,3.039377535146786,-2907.84,-1094.9077634494734
S19S_0055-D,-117.180863,46.732428,20.1,7.5,,,-1515.51,-117.180863,46.732428,-538.6169372338079,230.88793203758064,1375.481932343479,2.91880104016764,0.100533864683733,0.1986563720904851,0.0199716928303061,3.18055880637866,2.7312800060222546,-1515.51,-538.6169372338079
S19S_0055-M,-117.180621,46.732323,20.1,7.5,,,-97.9,-117.180621,46.732323,-553.3001250016528,233.5472198173819,1376.005391715228,2.91880104016764,0.1017076710936937,0.1986563720904851,0.0202048769532454,1.990782691803138,2.7429607683300423,-97.9,-553.3001250016528
S19S_0055-U,-117.180384,46.7322206,20.1,7.5,,,-33.71,-117.180384,46.7322206,-501.7371555135976,210.5281825454587,1371.6216487778,2.91880104016764,0.0896283423135224,0.1986563720904851,0.0178052413204884,1.527758752520972,2.700476263349919,-33.71,-501.7371555135976
S19S_0074-D,-119.272998,46.376172,11.0,6.5,,,-5.14,-119.272998,46.376172,-130.5604016214159,227.34617025472147,1375.368255703284,4.253583011449272,0.0949401175041481,0.2895029012980277,0.0274854394670265,0.7109631189952758,2.1158114773602796,-5.14,-130.5604016214159
S19S_0074-M,-119.272953,46.376303,11.0,6.5,,,-2.89,-119.272953,46.376303,-130.42212324310574,227.4550791247869,1375.389203841078,4.253583011449272,0.0949755643413763,0.2895029012980277,0.0274957014292459,0.4608978427565479,2.115351266146388,-2.89,-130.42212324310574
S19S_0074-U,-119.272955,46.376327,11.0,6.5,,,-5.0,-119.272955,46.376327,-130.66306105373246,226.6932392766228,1375.2211050277206,4.253583011449272,0.0955082261436675,0.2895029012980277,0.0276499085664198,0.6989700043360189,2.116152828223706,-5.0,-130.66306105373246
S19S_0023-D,-102.44896,39.75841,24.7,7.5,3.83,,-33.5,-102.44896,39.75841,-253.55991125650297,206.65538187134084,1371.234010518902,1.755620914406256,0.0871042205476359,0.1194892275364188,0.0104080160283988,1.5250448070368452,2.40408059110113,-33.5,-253.55991125650297
S19S_0023-M,-102.44896,39.75861,24.7,7.5,3.83,,-22.89,-102.44896,39.75861,-253.55991125650297,206.65538187134084,1371.234010518902,1.755620914406256,0.0871042205476359,0.1194892275364188,0.0104080160283988,1.3596457926745429,2.40408059110113,-22.89,-253.55991125650297
S19S_0023-U,-102.44917,39.75854,24.7,7.5,3.83,,-79.59,-102.44917,39.75854,-253.55991125650297,206.65538187134084,1371.234010518902,1.755620914406256,0.0871042205476359,0.1194892275364188,0.0104080160283988,1.9008585047019917,2.40408059110113,-79.59,-253.55991125650297
S19S_0025-D,-97.78275,33.37853,26.0,7.0,5.04,,-47.08,-97.78275,33.37853,-343.6372203972642,205.18114701692016,1370.9479810408816,2.54426005137633,0.0868547858759154,0.1731647565235017,0.0150401878491037,1.6728364541713971,2.536100197469144,-47.08,-343.6372203972642
S19S_0025-M,-97.78307,33.37834,26.0,7.0,5.04,,-61.3,-97.78307,33.37834,-343.6372203972642,205.18114701692016,1370.9479810408816,2.54426005137633,0.0868547858759154,0.1731647565235017,0.0150401878491037,1.787460474518415,2.536100197469144,-61.3,-343.6372203972642
S19S_0025-U,-97.78338,33.37834,26.0,7.0,5.04,,-24.29,-97.78338,33.37834,-343.6372203972642,205.18114701692016,1370.9479810408816,2.54426005137633,0.0868547858759154,0.1731647565235017,0.0150401878491037,1.3854275148051305,2.536100197469144,-24.29,-343.6372203972642
S19S_0028-D,-111.507871,33.750675,23.8,7.5,,,-9.45,-111.507871,33.750675,-145.11409693972487,223.5849315881165,1374.6077220307989,0.2587015945330256,0.0935359755451851,0.0176074763290487,0.0016469324753262,0.9754318085092629,2.1617096035180703,-9.45,-145.11409693972487
S19S_0028-M,-111.508001,33.750788,23.8,7.5,,,-33.33,-111.508001,33.750788,-148.86474415069782,223.2442273285724,1374.5723568262952,0.2587015945330256,0.0934464713401648,0.0176074763290487,0.001645356532155,1.5228353136605302,2.1727918553493795,-33.33,-148.86474415069782
S19S_0028-U,-111.508141,33.750837,23.8,7.5,,,-16.54,-111.508141,33.750837,-143.4617005973153,223.80627756904943,1374.632383714724,0.2587015945330256,0.0936055345121538,0.0176074763290487,0.0016481572331906,1.2185355052165279,2.1567359746637327,-16.54,-143.4617005973153
S19S_0044-D,-79.811134,33.131027,24.0,6.0,,,-1011.81,-79.811134,33.131027,-1114.0191481293296,421.8875533324818,1437.7680628345656,2.370710966943814,0.185891483958297,0.1613528409394889,0.0299941190431286,3.0050989673470667,3.0468926556989646,-1011.81,-1114.0191481293296
S19S_0044-M,-79.810626,33.130966,24.0,6.0,,,-2785.54,-79.810626,33.130966,-1318.709506911089,442.28721379925946,1429.976023874735,2.370710966943814,0.1901931237393272,0.1613528409394889,0.0306882008424961,3.4449093992537447,3.1201491371383985,-2785.54,-1318.709506911089
S19S_0044-U,-79.810168,33.130796,24.0,6.0,,,-1906.69,-79.810168,33.130796,-1533.8681991278786,543.3524334278978,1485.2545424020457,2.370710966943814,0.2234008502476047,0.1613528409394889,0.0360463618557483,3.280280088833452,3.185788043543436,-1906.69,-1533.8681991278786
S19S_0075-D,-119.465555,46.694742,11.0,6.5,,,-3.99,-119.465555,46.694742,-132.5508232878559,228.52297537852,1375.644306465976,4.348701927701198,0.0955278200452836,0.2959767851153025,0.0282740170660761,0.6009728956867483,2.1223824295286553,-3.99,-132.5508232878559
S19S_0075-M,-119.465591,46.694842,11.0,6.5,,,-0.75,-119.465591,46.694842,-132.6525119649619,228.4992346950431,1375.640293528748,4.348701927701198,0.0955210080630556,0.2959767851153025,0.028272000877476,-0.12493873660829995,2.1227154783831232,-0.75,-132.6525119649619
S19S_0075-U,-119.465706,46.694858,11.0,6.5,,,-1.3,-119.465706,46.694858,-126.67801750714185,229.2156637554025,1375.7308710715156,4.348701927701198,0.0965014211721669,0.2959767851153025,0.0285621803975957,0.11394335230683679,2.1027012581065225,-1.3,-126.67801750714185
S19S_0076-D,-119.462605,46.679191,14.0,6.5,,,-15.42,-119.46260499999998,46.679191,-143.7690921294791,226.7448276451346,1375.2786328076563,4.48944422654321,0.0947674727368855,0.3055558397006823,0.0289567547084305,1.1880843737149382,2.1576655302723133,-15.42,-143.7690921294791
S19S_0076-M,-119.46257,46.679318,14.0,6.5,,,-11.67,-119.46257,46.679318,-139.23055222981787,227.0218265058407,1375.2716479515475,4.48944422654321,0.095532870471175,0.3055558397006823,0.0291906264558363,1.06707085604537,2.1437345456833095,-11.67,-139.23055222981787
S19S_0076-U,-119.462645,46.679398,14.0,6.5,,,-22.07,-119.462645,46.679398,-143.7690921294791,226.7448276451346,1375.2786328076563,4.48944422654321,0.0947674727368855,0.3055558397006823,0.0289567547084305,1.343802333161655,2.1576655302723133,-22.07,-143.7690921294791
S19S_0016-D,-96.6025,39.10445,18.5,7.5,4.37,,-9.12,-96.6025,39.10445,-480.946748474373,254.77821946511395,1381.0914557013507,1.4604382727008942,0.1100433604046571,0.0993988164743805,0.0109381797850866,0.9599948383284161,2.6820969929559233,-9.12,-480.946748474373
S19S_0016-M,-96.60286,39.10429,18.5,7.5,4.37,,-1752.9,-96.60286,39.10429,-480.946748474373,254.77821946511395,1381.0914557013507,1.4604382727008942,0.1100433604046571,0.0993988164743805,0.0109381797850866,3.24375714102993,2.6820969929559233,-1752.9,-480.946748474373
S19S_0016-U,-96.60276,39.10415,18.5,7.5,4.37,,-20.06,-96.60276,39.10415,-480.946748474373,254.77821946511395,1381.0914557013507,1.4604382727008942,0.1100433604046571,0.0993988164743805,0.0109381797850866,1.3023309286843994,2.6820969929559233,-20.06,-480.946748474373
S19S_0033-D,-119.2554,37.0576,16.6,7.0,9.46,,-2.08,-119.25539999999998,37.0576,-104.64740788727826,232.0857790873,1376.233556913285,2.5747465344793863,0.0979160131384872,0.1752396955302054,0.01715877232992,0.31806333496276157,2.01972847534844,-2.08,-104.64740788727826
S19S_0033-M,-119.2557,37.0582,16.6,7.0,9.46,,-1.77,-119.2557,37.0582,-113.08792105758388,230.59113607004755,1376.0054693556206,2.5747465344793863,0.096643288880421,0.1752396955302054,0.0169357405184426,0.24797326636180664,2.0534162203261452,-1.77,-113.08792105758388
S19S_0033-U,-119.256,37.0581,16.6,7.0,9.46,,-3.94,-119.256,37.0581,-113.6823930379916,230.50242571554517,1375.992690458669,2.5747465344793863,0.0966174414826701,0.1752396955302054,0.0169312110283305,0.5954962218255742,2.0556932070047065,-3.94,-113.6823930379916
S19S_0035-D,-110.757838,32.42735,18.4,6.5,5.88,,-12.66,-110.75783800000002,32.42735,-106.98031064467172,230.2794664258892,1375.8041985864904,7.087309313938746,0.0972164015365019,0.4823690059084371,0.0468941789671578,1.1024337056813363,2.0293038546458453,-12.66,-106.98031064467172
S19S_0035-M,-110.758821,32.42728,18.4,6.5,5.88,,-7.65,-110.75882099999998,32.42728,-108.13803271303088,229.87809940210977,1375.7270955117178,7.087309313938746,0.0970907329299381,0.4823690059084371,0.0468335603263358,0.8836614351536176,2.033978464466103,-7.65,-108.13803271303088
S19S_0035-U,-110.759543,32.327329,18.4,6.5,5.88,,-11.52,-110.75954299999998,32.327329,-105.15090288460831,230.9265830800913,1375.9664225813915,3.943757198069304,0.097390396836469,0.2684158620586169,0.0261411273230916,1.0614524790871933,2.0218130061342725,-11.52,-105.15090288460831
S19S_0037-D,-75.7830393,39.8577967,19.4,6.5,8.97,,-7.5,-75.7830393,39.8577967,-148.29107649909744,223.85135040036607,1374.7572284507946,0.5620205172287616,0.0937672236231545,0.0382516504059732,0.0035867510575715,0.8750612633917001,2.1711150178941816,-7.5,-148.29107649909744
S19S_0037-M,-75.7830477,39.8578837,19.4,6.5,8.97,,-14.69,-75.7830477,39.8578837,-159.69204405104807,222.2866840595736,1374.5322000259234,0.5620205172287616,0.0926558912775732,0.0382516504059732,0.0035442407612035,1.1670217957902564,2.2032832798780113,-14.69,-159.69204405104807
S19S_0037-U,-75.7831181,39.8579143,19.4,6.5,8.97,,-14.12,-75.7831181,39.8579143,-148.29107649909744,223.85135040036607,1374.7572284507946,0.5620205172287616,0.0937672236231545,0.0382516504059732,0.0035867510575715,1.1498346967157849,2.1711150178941816,-14.12,-148.29107649909744
S19S_0038-D,-75.7839486,39.8594333,19.5,6.5,8.62,,-7.06,-75.7839486,39.8594333,-141.2591244413291,224.99354914286,1374.9469686261075,0.5619211685910098,0.0940680173636351,0.0382448886432918,0.0035976208489674,0.8488047010518037,2.150016510059862,-7.06,-141.2591244413291
