#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Other_Names,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Physiographic_Feature_Name,Locality,Country,State_or_Province,City_or_Township,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type
S19S_0074_Sediment-D,10.58052/IEWDR018H,10.58052/IEWDR00QJ,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.376172,-119.272998,stream,Columbia,S19S_0074,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0074_Sediment-M,10.58052/IEWDR018I,10.58052/IEWDR00QJ,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.376303,-119.272953,stream,Columbia,S19S_0074,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0074_Sediment-U,10.58052/IEWDR018J,10.58052/IEWDR00QJ,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.376327,-119.272955,stream,Columbia,S19S_0074,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-05,https://whondrs.pnnl.gov,regular URL
S19S_0075_Sediment-D,10.58052/IEWDR018K,10.58052/IEWDR00QK,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.694742,-119.465555,stream,Columbia,S19S_0075,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0075_Sediment-M,10.58052/IEWDR018L,10.58052/IEWDR00QK,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.694842,-119.465591,stream,Columbia,S19S_0075,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0075_Sediment-U,10.58052/IEWDR018M,10.58052/IEWDR00QK,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.694858,-119.465706,stream,Columbia,S19S_0075,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0076_Sediment-D,10.58052/IEWDR018N,10.58052/IEWDR00QL,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.679191,-119.462605,stream,Columbia,S19S_0076,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0076_Sediment-M,10.58052/IEWDR018O,10.58052/IEWDR00QL,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.679318,-119.46257,stream,Columbia,S19S_0076,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0076_Sediment-U,10.58052/IEWDR018P,10.58052/IEWDR00QL,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,46.679398,-119.462645,stream,Columbia,S19S_0076,United States,Washington,Richland,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jackie Wells, 2019-08-06,https://whondrs.pnnl.gov,regular URL
S19S_0077_Sediment-D,10.58052/IEWDR018Q,10.58052/IEWDR00QM,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.66403,-105.223141,stream,Cache La Poudre,S19S_0077,United States,Colorado,Fort Collins,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Mike Wilkins, 2019-08-18,https://whondrs.pnnl.gov,regular URL
S19S_0077_Sediment-M,10.58052/IEWDR018R,10.58052/IEWDR00QM,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.664282,-105.223622,stream,Cache La Poudre,S19S_0077,United States,Colorado,Fort Collins,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Mike Wilkins, 2019-08-18,https://whondrs.pnnl.gov,regular URL
S19S_0077_Sediment-U,10.58052/IEWDR018S,10.58052/IEWDR00QM,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.664703,-105.224786,stream,Cache La Poudre,S19S_0077,United States,Colorado,Fort Collins,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Mike Wilkins, 2019-08-18,https://whondrs.pnnl.gov,regular URL
S19S_0078_Sediment-D,10.58052/IEWDR018T,10.58052/IEWDR00QN,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.43138889,-123.5855556,stream,Little Wolf Creek,S19S_0078,United States,Oregon,Tyee,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Rick Colwell, 2019-09-06,https://whondrs.pnnl.gov,regular URL
S19S_0078_Sediment-M,10.58052/IEWDR018U,10.58052/IEWDR00QN,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.43138889,-123.5855556,stream,Little Wolf Creek,S19S_0078,United States,Oregon,Tyee,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Rick Colwell, 2019-09-06,https://whondrs.pnnl.gov,regular URL
S19S_0078_Sediment-U,10.58052/IEWDR018V,10.58052/IEWDR00QN,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.43138889,-123.5855556,stream,Little Wolf Creek,S19S_0078,United States,Oregon,Tyee,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Rick Colwell, 2019-09-06,https://whondrs.pnnl.gov,regular URL
S19S_0079_Sediment-D,10.58052/IEWDR018W,10.58052/IEWDR00QO,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.6369,-123.5721,stream,Umpqua,S19S_0079,United States,Oregon,Elkton,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Rick Colwell, 2019-09-06,https://whondrs.pnnl.gov,regular URL
S19S_0079_Sediment-M,10.58052/IEWDR018X,10.58052/IEWDR00QO,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.6368,-123.572,stream,Umpqua,S19S_0079,United States,Oregon,Elkton,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Rick Colwell, 2019-09-06,https://whondrs.pnnl.gov,regular URL
S19S_0079_Sediment-U,10.58052/IEWDR018Y,10.58052/IEWDR00QO,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.6367,-123.5719,stream,Umpqua,S19S_0079,United States,Oregon,Elkton,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Rick Colwell, 2019-09-06,https://whondrs.pnnl.gov,regular URL
S19S_0080_Sediment-D,10.58052/IEWDR018Z,10.58052/IEWDR00QP,NSF Long Term Ecological Research (LTER) site: Sevilleta,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,34.950811,-106.681374,stream,Rio Grande,S19S_0080,United States,New Mexico,South Valley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Dave Van Horn, 2019-08-20,https://whondrs.pnnl.gov,regular URL
S19S_0080_Sediment-M,10.58052/IEWDR0190,10.58052/IEWDR00QP,NSF Long Term Ecological Research (LTER) site: Sevilleta,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,34.950833,-106.681271,stream,Rio Grande,S19S_0080,United States,New Mexico,South Valley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Dave Van Horn, 2019-08-20,https://whondrs.pnnl.gov,regular URL
S19S_0080_Sediment-U,10.58052/IEWDR0191,10.58052/IEWDR00QP,NSF Long Term Ecological Research (LTER) site: Sevilleta,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,34.950903,-106.681382,stream,Rio Grande,S19S_0080,United States,New Mexico,South Valley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Dave Van Horn, 2019-08-20,https://whondrs.pnnl.gov,regular URL
S19S_0081_Sediment-D,10.58052/IEWDR0192,10.58052/IEWDR00QQ,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,38.960004,-76.9261495,stream,Northeast Branch of Anacostia,S19S_0081,United States,Maryland,Riverdale,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stephanie Pennington, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0081_Sediment-M,10.58052/IEWDR0193,10.58052/IEWDR00QQ,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,38.96027778,-76.92611111,stream,Northeast Branch of Anacostia,S19S_0081,United States,Maryland,Riverdale,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stephanie Pennington, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0081_Sediment-U,10.58052/IEWDR0194,10.58052/IEWDR00QQ,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,38.9603293,-76.9259674,stream,Northeast Branch of Anacostia,S19S_0081,United States,Maryland,Riverdale,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Stephanie Pennington, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0082_Sediment-D,10.58052/IEWDR0195,10.58052/IEWDR00QR,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,38.8748619,-76.5465418,stream,Muddy Creek,S19S_0082,United States,Maryland,Edgewater,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ben Bond-Lamberty, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0082_Sediment-M,10.58052/IEWDR0196,10.58052/IEWDR00QR,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,38.8748139,-76.5464751,stream,Muddy Creek,S19S_0082,United States,Maryland,Edgewater,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ben Bond-Lamberty, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0082_Sediment-U,10.58052/IEWDR0197,10.58052/IEWDR00QR,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,38.8749661,-76.5464942,stream,Muddy Creek,S19S_0082,United States,Maryland,Edgewater,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ben Bond-Lamberty, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0083_Sediment-D,10.58052/IEWDR0198,10.58052/IEWDR00QS,NSF Critical Zone Observatory (CZO) site: Intensively Managed Landscapes,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.31083,-88.3227,stream,Sangamon,S19S_0083,United States,Illinois,Fisher,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alison Anders, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0083_Sediment-M,10.58052/IEWDR0199,10.58052/IEWDR00QS,NSF Critical Zone Observatory (CZO) site: Intensively Managed Landscapes,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.31083,-88.3227,stream,Sangamon,S19S_0083,United States,Illinois,Fisher,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alison Anders, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0083_Sediment-U,10.58052/IEWDR019A,10.58052/IEWDR00QS,NSF Critical Zone Observatory (CZO) site: Intensively Managed Landscapes,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.31083,-88.3227,stream,Sangamon,S19S_0083,United States,Illinois,Fisher,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Alison Anders, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0084_Sediment-D,10.58052/IEWDR019B,10.58052/IEWDR00QT,USDA Forest Service Experimental Forest site: HJ Andrews,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.954722,-71.722778,stream,Watershed 3 stream,S19S_0084,United States,New Hampshire,North Woodstock,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),John Campbell, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0084_Sediment-M,10.58052/IEWDR019C,10.58052/IEWDR00QT,USDA Forest Service Experimental Forest site: HJ Andrews,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.954722,-71.722778,stream,Watershed 3 stream,S19S_0084,United States,New Hampshire,North Woodstock,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),John Campbell, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0084_Sediment-U,10.58052/IEWDR019D,10.58052/IEWDR00QT,USDA Forest Service Experimental Forest site: HJ Andrews,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.954722,-71.722778,stream,Watershed 3 stream,S19S_0084,United States,New Hampshire,North Woodstock,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),John Campbell, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0085_Sediment-D,10.58052/IEWDR019E,10.58052/IEWDR00QU,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.6479639,-115.9902503,stream,Mores Creek,S19S_0085,United States,Idaho,Idaho City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Allison Vincent and Caroline Nash, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0085_Sediment-M,10.58052/IEWDR019F,10.58052/IEWDR00QU,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.64815,-115.98908,stream,Mores Creek,S19S_0085,United States,Idaho,Idaho City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Allison Vincent and Caroline Nash, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0085_Sediment-U,10.58052/IEWDR019G,10.58052/IEWDR00QU,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.64819,-115.98891,stream,Mores Creek,S19S_0085,United States,Idaho,Idaho City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Allison Vincent and Caroline Nash, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0086_Sediment-D,10.58052/IEWDR019H,10.58052/IEWDR00QV,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.7797,-111.8064,stream,Red Butte Creek,S19S_0086,United States,Utah,Salt Lake City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jennifer Follstad Shah, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0086_Sediment-M,10.58052/IEWDR019I,10.58052/IEWDR00QV,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.7799,-111.8054,stream,Red Butte Creek,S19S_0086,United States,Utah,Salt Lake City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jennifer Follstad Shah, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0086_Sediment-U,10.58052/IEWDR019J,10.58052/IEWDR00QV,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,40.7801,-111.8054,stream,Red Butte Creek,S19S_0086,United States,Utah,Salt Lake City,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jennifer Follstad Shah, 2019-08-19,https://whondrs.pnnl.gov,regular URL
S19S_0087_Sediment-D,10.58052/IEWDR019K,10.58052/IEWDR00QW,N/A,Sediment,Riverbed sediment,grab,"Sediment was scooped with a baked metal spoon into a 125 milliliter glass jar and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis. See ""WHONDRS_S19S_Sampling-Protocol.pdf"" for more details.",WHONDRS Summer 2019 Sampling Campaign,43.1233451,-116.7743431,stream,Dobson Creek,S19S_0087,United States,Idaho,Boise,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Erin Murray, 2019-08-21,https://whondrs.pnnl.gov,regular URL
