Study_Code,Sample_ID,Sed_Extract_Method,Frozen_Method,Thaw_Date,Thawed_Method,Vial_Break_Method,Precipitate_Description,Filter_Method,Randomized_Method,Subsampling_Method,Acidification_Method,NPOC_Software_Method,NPOC_Dilution_Method,NPOC_Dilution_Factor,NPOC_Dilution_Description,Geochem_Method_QA_QC,C_Sample_Vol_mL,C_DIW_Vol_mL,ICR_Dilution_Method,Acidification_After_Dilution_Method,SPE_NPOC_sample_concentration_mg.per.L.as.C,SPE_sample_volume_mL,Final_Concen_After_SPE_ppm,Methanol_elution_mL,SPE_Method,FTICR_Format_Method,FTICR_Ion_Accumulation_Time
Study Code,Sample Name,Method of extracting sample,Frozen method,Date Thawed,Thawed method,Did the vial break? (method code),Precipitate Description (method code),Filter method,Randomized?,Subsampling approach method,Acidified in lab to pH 2? (method code),NPOC method,Dilution method,NPOC dilution factor for calculating NPOC concentration,Description of why dilution occurred,NPOC QA/QC (method code),C Sample Volume (mL),C DI water Volume (mL) Added to Sample for Dilution,Dilution needed to achieve desired C concentration for FTICR?,re-acidified after dilution? Method,Sample concentration after dilution (mg/L as C) (Target final concentration 1.5 mg/L as C for SPE),Sample Volume (ml),Theoretical Final concentration after SPE (assuming 60% efficiency) (ppm),Methanol elution (ml),SPE Method,FTICR-MS Column Information (method code),FTICR-MS Ion Accumulation Time (IAT) 
WHONDRS_S19S,S19S_0099_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.53,13.47,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0021_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.98,13.02,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0083_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.2,13.8,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0081_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.88,14.12,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0079_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.2,13.8,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0026_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.31,12.69,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0019_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.13,12.87,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0021_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.18,12.82,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0014_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.21,12.79,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0080_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.04,13.96,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0066_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.4,13.6,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0013_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.07,13.93,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0013_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.24,13.76,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0099_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.51,12.49,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0080_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,4.5,10.5,ICRCDILU_001,ACID2_001,1.251090818,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0082_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.05,13.95,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0021_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.41,12.59,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0020_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.76,12.24,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0086_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.68,13.32,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0097_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.62,14.38,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0090_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.33,13.67,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0077_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.3,13.7,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0020_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,4.34,10.66,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0020_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,3.91,11.09,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0084_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.04,12.96,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0084_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.25,12.75,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0099_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,3.17,11.83,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0086_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.88,13.12,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0090_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.32,12.68,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0098_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.73,14.27,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0024_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.67,14.33,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0066_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,5.09,9.91,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0080_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,3.78,11.22,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0077_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.98,13.02,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0090_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.28,13.72,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0077_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,4.18,10.82,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0031_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,4.2,10.59,ICRCDILU_001,ACID2_001,1.427237814,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0019_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.26,12.74,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0097_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.72,14.28,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0086_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,3.88,11.12,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0066_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.86,14.14,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0054_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.48,13.52,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0078_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.01,12.99,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0057_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.73,14.27,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0096_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.02,13.98,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0015_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.86,13.14,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0029_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.39,13.61,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0074_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.95,12.05,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0022_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,4.4,10.6,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0022_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,4.1,10.9,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0015_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.76,14.24,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0015_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.66,13.34,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0076_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.5,13.5,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0042_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.4,14.6,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0042_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.52,14.48,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0043_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.95,14.05,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0022_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,3.1,11.9,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0011_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.96,14.04,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0042_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.43,14.57,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0036_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.32,13.68,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0043_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.08,12.92,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0075_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.56,12.44,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0043_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.29,12.71,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0074_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/3/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.96,14.04,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0006_Sed_Field_ICR-D,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,3.37,11.63,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0040_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.85,14.15,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0029_Sed_Field_ICR-M,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,0.66,14.34,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0006_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,2.22,12.78,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
WHONDRS_S19S,S19S_0029_Sed_Field_ICR-U,SEDEXT_001,FRZ_000,3/4/2020,THW_000,VB_000,PRECIP_000,FLTR_000,RAND_000,SBS_003,ACID_004,NPOC_003,NPOCDILU_001,2,NPOCDESC_001,Geochem_QA_001,1.88,13.12,ICRCDILU_001,ACID2_001,1.5,15,9,1.5,SPE_001,ICRFORM_001,0.2
