Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Respiration_Rate_mg_DO_per_L_per_H_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Respiration_Rate_mg_DO_per_L_per_H_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate,Observed_RR_percent_error,Sample_Longitude,Sample_Latitude,Respiration_Rate_mg_DO_per_L_per_H,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
S19S_0076-D,-119.462605,46.679191,14.0,6.5,,,-5.04,-119.46260499999998,46.679191,-6.719443766740179,35.415300314798145,114.67918704413653,4.727674231483159,0.1732591685255821,0.318272837117168,0.0551436871231985,0.7024305364455253,0.8273333237928704,-5.04,-6.719443766740179,33.32229695913053,0.0,0.0,3.3880176662977384,32.32442171271764,72.89172279478596,0.0,0.2143574132847091,0.0,0.0682241420832217
S19S_0076-M,-119.46257,46.679318,14.0,6.5,,,-3.91,-119.46257,46.679318,-6.956068109989045,35.25193715820501,114.62249414587843,4.727674231483159,0.1736146509238666,0.318272837117168,0.0552568275146457,0.5921767573958668,0.8423638257239454,-3.91,-6.956068109989045,77.90455524268656,0.0,0.0,3.915866836833469,32.13217153788318,72.81777613028312,0.0,0.2148943389937433,0.0,0.0683950309519571
S19S_0076-U,-119.462645,46.679398,14.0,6.5,,,-7.06,-119.462645,46.679398,-6.85064676372545,35.31950870037964,114.64563712483712,4.727674231483159,0.1734730897655917,0.318272837117168,0.0552117724431759,0.8488047010518037,0.8357315748000957,-7.06,-6.85064676372545,2.9653432900077816,0.0,0.0,3.671309647108053,32.21225975711001,72.84905436909264,0.0,0.2147058668009133,0.0,0.0683350453724274
S19S_0016-D,-96.6025,39.10445,18.5,7.5,4.37,,-2.82,-96.6025,39.10445,-17.297561675343328,19.325005287549924,109.8466128103478,1.6407101685119894,0.1106227504691903,0.1104546241240221,0.0122187943226398,0.45024910831936105,1.237984887777542,-2.82,-17.297561675343328,513.3887118916074,0.0,0.0,6.3923830843210565,11.190229256461478,67.97426430922465,0.0,0.1202950279292405,0.0,0.013287142093913
S19S_0016-U,-96.60276,39.10415,18.5,7.5,4.37,,-6.51,-96.60276,39.10415,-17.297561675343328,19.325005287549924,109.8466128103478,1.6407101685119894,0.1106227504691903,0.1104546241240221,0.0122187943226398,0.8135809885681919,1.237984887777542,-6.51,-17.297561675343328,165.70755261664098,0.0,0.0,6.3923830843210565,11.190229256461478,67.97426430922465,0.0,0.1202950279292405,0.0,0.013287142093913
S19S_0033-D,-119.2554,37.0576,16.6,7.0,9.46,,-0.67,-119.25539999999998,37.0576,-5.491762881650127,37.28190506874844,115.61948007071264,2.3393216879178254,0.1871989913464989,0.1574860098407735,0.0294812221933775,-0.17392519729917355,0.7397117773968284,-0.67,-5.491762881650127,719.6661017388249,0.0,0.0,2.475484778297633,35.7711395882431,73.87878371423055,0.0,0.2461386977302601,0.0,0.0387634013729429
S19S_0033-M,-119.2557,37.0582,16.6,7.0,9.46,,-0.55,-119.2557,37.0582,-5.491762881650127,37.28190506874844,115.61948007071264,2.3393216879178254,0.1871989913464989,0.1574860098407735,0.0294812221933775,-0.2596373105057561,0.7397117773968284,-0.55,-5.491762881650127,898.5023421182048,0.0,0.0,2.475484778297633,35.7711395882431,73.87878371423055,0.0,0.2461386977302601,0.0,0.0387634013729429
S19S_0033-U,-119.256,37.0581,16.6,7.0,9.46,,-1.23,-119.256,37.0581,-5.491762881650127,37.28190506874844,115.61948007071264,2.3393216879178254,0.1871989913464989,0.1574860098407735,0.0294812221933775,0.08990511143939793,0.7397117773968284,-1.23,-5.491762881650127,346.48478712602656,0.0,0.0,2.475484778297633,35.7711395882431,73.87878371423055,0.0,0.2461386977302601,0.0,0.0387634013729429
S19S_0035-D,-110.757838,32.42735,18.4,6.5,5.88,,-3.81,-110.75783800000002,32.42735,-6.92881244668587,38.77468408877341,116.11907355227817,6.82062946303193,0.2054076712641515,0.4591731544588874,0.0943176883644146,0.5809249756756193,0.8406588057450421,-3.81,-6.92881244668587,81.85859440120394,0.0,0.0,6.581154055485399,36.30883450442694,74.1238389953046,0.0,0.2847785229177579,0.0,0.1307626526902895
S19S_0035-M,-110.758821,32.42728,18.4,6.5,5.88,,-2.5,-110.75882099999998,32.42728,-5.587689450205676,39.95869421787742,116.48426980853768,6.82062946303193,0.2016331376538866,0.4591731544588874,0.0925845238599781,0.3979400086720376,0.7472322611125395,-2.5,-5.587689450205676,123.50757800822704,0.0,0.0,1.981430444035173,37.12535927796629,74.58886689706954,0.0,0.2782846237614215,0.0,0.1277808285299365
S19S_0035-U,-110.759543,32.327329,18.4,6.5,5.88,,-3.7,-110.75954299999998,32.327329,-9.204169223802444,36.5332459109235,115.4714416247177,3.681605707586242,0.201879080192613,0.2478502190140606,0.0500357742400962,0.568201724066995,0.9639845948171185,-3.7,-9.204169223802444,148.76133037303902,0.0,0.0,8.244186586691114,35.106017394132735,73.39987430961712,0.0,0.2908001578119485,0.0,0.0720748828030148
S19S_0037-D,-75.7830393,39.8577967,19.4,6.5,8.97,,-2.37,-75.7830393,39.8577967,-9.902593270803129,31.172484001853785,113.41214364649524,0.7911790032918486,0.1622066318480686,0.0532631424492697,0.0086396349383399,0.37474834601010387,0.9957489416397596,-2.37,-9.902593270803129,317.83093969633455,0.0,0.0,2.930129929054485,29.63839254876448,71.7911652742695,0.0,0.2102374259107973,0.0,0.0111979059644546
S19S_0037-M,-75.7830477,39.8578837,19.4,6.5,8.97,,-4.51,-75.7830477,39.8578837,-9.46219162913155,31.592010901886106,113.4924559666885,0.7911790032918486,0.1622761755240182,0.0532631424492697,0.0086433390530584,0.6541765418779605,0.9759917391714001,-4.51,-9.46219162913155,109.80469244194124,0.0,0.0,3.052731365770424,29.68157523139432,71.87170564603579,0.0,0.2086689435921905,0.0,0.0111143636672894
S19S_0037-U,-75.7831181,39.8579143,19.4,6.5,8.97,,-4.55,-75.7831181,39.8579143,-9.5289180184114,31.47048582404376,113.46752740046774,0.7911790032918486,0.1621989043811182,0.0532631424492697,0.0086392233491669,0.6580113966571124,0.9790435905323172,-4.55,-9.5289180184114,109.42676963541538,0.0,0.0,2.947855054422136,29.66711312342047,71.85022617260825,0.0,0.2090776566022141,0.0,0.0111361330065632
S19S_0038-D,-75.7839486,39.8594333,19.5,6.5,8.62,,-2.24,-75.7839486,39.8594333,-17.01708007332101,33.287077900132026,114.01901494098016,0.7921404363481006,0.1491541836282812,0.0533278673037181,0.0079540745123233,0.35024801833416286,1.230885042421067,-2.24,-17.01708007332101,659.6910747018308,0.0,0.0,16.9270105994331,28.08108108250216,71.14898411594451,0.0,0.1365194901389726,0.0,0.0072802932545023
S19S_0038-M,-75.7840693,39.8595115,19.5,6.5,8.62,,-1.12,-75.7840693,39.8595115,-9.768707413465664,31.297071138088945,113.36712484771496,0.7921404363481006,0.1612261574886268,0.0533278673037181,0.0085978471324417,0.04921802267018165,0.9898371020670698,-1.12,-9.768707413465664,772.2060190594343,0.0,0.0,3.290166696679951,29.164580953932216,71.73633145791463,0.0,0.2060736142124769,0.0,0.0109894663535205
S19S_0038-U,-75.784143,39.8595761,19.5,6.5,8.62,,-3.3,-75.784143,39.8595761,-9.768707413465664,31.297071138088945,113.36712484771496,0.7921404363481006,0.1612261574886268,0.0533278673037181,0.0085978471324417,0.5185139398778875,0.9898371020670698,-3.3,-9.768707413465664,196.0214367716868,0.0,0.0,3.290166696679951,29.164580953932216,71.73633145791463,0.0,0.2060736142124769,0.0,0.0109894663535205
S19S_0059-M,-117.3913007,48.16841972,11.0,6.5,,,-15.0,-117.39130070000002,48.16841972,-10.495311562398188,34.848598705863026,114.80978718322804,1.897467986596045,0.1887676742341125,0.1277398758593113,0.0241131592729164,1.1760912590556813,1.0209953355169792,-15.0,-10.495311562398188,30.03125625067875,0.0,0.0,2.831685741265524,34.048458790009875,73.14429685700908,0.0,0.2642102889368111,0.0,0.033750189509541
S19S_0059-U,-117.3903992,48.16859001,11.0,6.5,,,-6.92,-117.3903992,48.16859001,-11.209885296201213,33.818351616503826,114.49384326049488,1.897467986596045,0.1866593933723538,0.1277398758593113,0.0238438477373587,0.8401060944567578,1.0496011687518214,-6.92,-11.209885296201213,61.99256208383256,0.0,0.0,2.995773870513057,33.38647095983147,72.85148909245439,0.0,0.2620091990380609,0.0,0.0334690225591194
S19S_0063-D,-97.709399,30.250335,24.0,7.5,,,-0.39,-97.709399,30.250335,-4.9457120468033136,34.421181601719894,114.56280656655576,4.352940620981425,0.1558261842253254,0.2930453101054072,0.0456641324788527,-0.4089353929735008,0.694228826921181,-0.39,-4.9457120468033136,1168.1312940521318,0.0,0.0,4.22539588947801,32.87208884206541,72.81080393857209,0.0,0.1695016292784774,0.0,0.0496716575152832
S19S_0063-M,-97.70953,30.250384,24.0,7.5,,,-0.64,-97.70953,30.250384000000004,-5.3701595623686185,34.00643767503037,114.45022544625245,4.352940620981425,0.1569409129569659,0.2930453101054072,0.0459907985056997,-0.1938200260161128,0.7299871899875809,-0.64,-5.3701595623686185,739.0874316200967,0.0,0.0,5.240974376710905,32.60365841442543,72.67015544228883,0.0,0.1703770274067503,0.0,0.0499281888312486
S19S_0063-U,-97.709566,30.250278,24.0,7.5,,,-0.52,-97.709566,30.250278,-4.972444977214289,34.393032461856805,114.55471572338342,4.352940620981425,0.1558819437691525,0.2930453101054072,0.0456804725516648,-0.28399665636520083,0.6965699861203698,-0.52,-4.972444977214289,856.2394186950557,0.0,0.0,4.257579027306245,32.85322438059256,72.80165337555131,0.0,0.1695510456292008,0.0,0.0496861387451052
S19S_0064-D,-78.00803,40.61043,23.5,7.7,,,-22.97,-78.00803,40.61043,-20.836129226888552,21.095001001272102,110.24519810527131,0.575021991309261,0.1130031732216441,0.0387111868580139,0.0043744869541315,1.361160995195026,1.3188170422887155,-22.97,-20.836129226888552,9.289816165047657,0.0,0.0,8.015558521294023,12.148378850916256,68.00648756766581,0.0,0.1139810683498756,0.0,0.0044123424351681
S19S_0064-M,-78.00808,40.64061,23.5,7.7,,,-21.19,-78.00808,40.64061,-19.060045757645263,22.27162510890785,110.53700619632266,0.7900708250070451,0.1135277789482603,0.0531885385257619,0.0060383766443336,1.3261309567107946,1.2801239389187289,-21.19,-19.060045757645263,10.051695339097396,0.0,0.0,5.1156674673574205,15.201899017855316,68.50918399807597,0.0,0.1170881212003453,0.0,0.0062277460453736
S19S_0064-U,-78.00688,40.61507,23.5,7.7,,,-7.67,-78.00688,40.61507,-20.403779799822452,20.81193638295961,110.166812443531,0.575021991309261,0.112004562595781,0.0387111868580139,0.0043358295515953,0.884795363948981,1.3097106279233497,-7.67,-20.403779799822452,166.02059712936702,0.0,0.0,6.350273185645481,12.199248353107244,68.05980689182216,0.0,0.1141865537012854,0.0,0.0044202970170031
S19S_0068-U,-122.257915,44.207269,14.7,6.0,,,-0.85,-122.257915,44.207269,-2.429929031622423,48.3003760474206,120.90558722140084,5.039583050238448,0.2378834456530577,0.3392709219695515,0.0807069359280065,-0.07058107428570727,0.38559358980207853,-0.85,-2.429929031622423,185.87400372028503,0.0,0.0,3.841446746085748,49.418640139054965,79.24169115362984,0.0,0.322299101346009,0.0,0.1093467132636183
S19S_0069-D,-123.735151,39.362202,15.0,6.5,,,-0.3,-123.735151,39.362202,-5.949757001809632,39.21793492732904,116.85225528882964,2.7165653142148902,0.2120199605580304,0.1828825141993804,0.038774743447306,-0.5228787452803376,0.7744992287658221,-0.3,-5.949757001809632,1883.2523339365443,0.0,0.0,3.5510128945449666,40.45382384663056,75.24058809848412,0.0,0.3029191440550415,0.0,0.0553986146639103
S19S_0069-M,-123.734753,39.362129,15.0,6.5,,,-0.32,-123.734753,39.362129,-6.830567455451813,39.32664454677384,117.00056639318636,2.7165653142148902,0.2161761235958187,0.1828825141993804,0.0395348329930793,-0.494850021680094,0.8344567845796935,-0.32,-6.830567455451813,2034.5523298286917,0.0,0.0,6.59850582077538,40.93523319608489,75.30788933491579,0.0,0.3074526341436687,0.0,0.0562277107294164
S19S_0070-D,-123.752414,39.339914,16.0,6.5,,,-0.47,-123.752414,39.339914,-5.631223915324853,38.56283132563415,116.3027514793572,2.317219532763616,0.2017025790344986,0.1559980656037344,0.0314652121566661,-0.3279021420642826,0.7506027966105138,-0.47,-5.631223915324853,1098.132747941458,0.0,0.0,2.8714899758603902,38.15459594117304,74.60661116687636,0.0,0.2768784083373559,0.0,0.0431924961080684
S19S_0070-M,-123.752441,39.339892,16.0,6.5,,,-0.53,-123.752441,39.339892,-5.543877875850448,38.61574375321133,116.30880972141786,2.317219532763616,0.2013466901606974,0.1559980656037344,0.0314096941807832,-0.27572413039921095,0.7438136547876556,-0.53,-5.543877875850448,946.0146935566883,0.0,0.0,2.743292555896025,38.12916469075803,74.61352486251427,0.0,0.2761401843192601,0.0,0.0430773345892632
S19S_0070-U,-123.752011,39.339682,16.0,6.5,,,-1.04,-123.752011,39.339682,-5.576734317824131,38.84752569181603,116.34296597131885,2.317219532763616,0.1997895150834967,0.1559980656037344,0.0311667778809335,0.01703333929878037,0.7463799546849628,-1.04,-5.576734317824131,436.22445363693566,0.0,0.0,2.2639610812093034,38.041795659819,74.6434403834353,0.0,0.2728589809175559,0.0,0.042565473205745
S19S_0071-D,-105.458575,40.012917,11.5,7.0,,,-14.41,-105.458575,40.012917,-14.449962318534778,29.29794264389241,112.69304886729512,2.862434033040634,0.1574906243469973,0.1927025755475481,0.0303488489362577,1.1586639808139894,1.1598667145753518,-14.41,-14.449962318534778,0.2773235151615417,0.0,0.0,3.332604610296406,26.40603184106937,70.90502883234912,0.0,0.193727356817088,0.0,0.0373317606126717
S19S_0071-M,-105.4589026,40.0128376,11.5,7.0,,,-25.2,-105.45890260000002,40.0128376,-14.33023541532593,29.292440063909996,112.70362623031312,2.862434033040634,0.1577657424751084,0.1927025755475481,0.0304018649081245,1.4014005407815442,1.1562533249917069,-25.2,-14.33023541532593,43.13398644711932,0.0,0.0,3.3465367478279715,26.53239432140393,70.93098985299753,0.0,0.1959250614693537,0.0,0.0377552639594561
S19S_0071-U,-105.4588818,40.0129961,11.5,7.0,,,-5.27,-105.4588818,40.0129961,-14.209034025087902,29.357266172127787,112.7324098572756,2.862434033040634,0.1581679940490774,0.1927025755475481,0.0304793798224464,0.7218106152125465,1.1525645542234781,-5.27,-14.209034025087902,169.6211389959754,0.0,0.0,3.594836093406569,26.6911507586183,70.96949718140833,0.0,0.1984637244030931,0.0,0.0382444708452348
S19S_0072-D,-71.1848201,42.5235645,18.5,6.0,8.19,,-1.01,-71.1848201,42.5235645,-7.465925996083176,32.950111271390526,113.81505852389236,0.4354852131833379,0.1555046181410846,0.0293173995364213,0.0045589910198007,0.004321373782642578,0.8730836807882496,-1.01,-7.465925996083176,639.2005936716016,0.0,0.0,2.6682311893611184,30.067544677680804,72.14235742231273,0.0,0.1857312214289448,0.0,0.0054451564250199
S19S_0072-M,-71.18851406,42.5235479,18.5,6.0,8.19,,-1.1,-71.18851406,42.5235479,-7.619616033862707,33.07598337539728,113.85121504659384,0.4354852131833379,0.1554048769099077,0.0293173995364213,0.0045560668662761,0.04139268515822508,0.8819330870120258,-1.1,-7.619616033862707,592.6923667147915,0.0,0.0,2.6296363081986263,30.13073410844756,72.16932627231867,0.0,0.1852136597827896,0.0,0.0054299828634548
S19S_0072-U,-71.1854501,42.5233858,18.5,6.0,8.19,,-6.59,-71.1854501,42.5233858,-7.235136368408287,32.63702455620519,113.7218977949274,0.4354852131833379,0.155841168780499,0.0293173995364213,0.0045688578093607,0.8188854145940099,0.859446721148089,-6.59,-7.235136368408287,9.789626227743353,0.0,0.0,2.7054263947239754,29.868776917896543,72.0648530551195,0.0,0.1872526776821562,0.0,0.0054897615658725
S19S_0073-D,-70.9164986,42.7688065,16.9,6.5,6.41,,-25.45,-70.9164986,42.7688065,-25.758436894744897,25.6592132343096,111.46729886227132,1.0735783794924283,0.140531154122723,0.0722746153771073,0.0101568351127207,1.4056877866727775,1.4109195050936807,-25.45,-25.758436894744897,1.2119327887815214,0.0,0.0,11.61453567121467,15.068640443880998,68.12054671969473,0.0,0.1260834918538726,0.0,0.0091126358791412
S19S_0073-M,-70.9167967,42.7694593,16.9,6.5,6.41,,-24.44,-70.9167967,42.7694593,-25.68319620502511,26.69915618085514,111.80031970816428,1.0735783794924283,0.1420804463196551,0.0722746153771073,0.0102688096103607,1.3881012015705168,1.4096490695459414,-24.44,-25.68319620502511,5.086727516469343,0.0,0.0,13.127574578354244,17.062453612051108,68.4277559118048,0.0,0.1289640537586623,0.0,0.0093208273828799
S19S_0012-M,-72.33038,42.47157,18.2,6.5,9.63,,-1.92,-72.33038,42.47157,-9.773388646570051,33.55802764053731,114.3628122241884,1.0225128662219938,0.1844502138889053,0.0688368222907747,0.0126969665949659,0.28330122870354957,0.9900451691790498,-1.92,-9.773388646570051,409.03065867552357,0.0,0.0,3.6485971443774887,32.89657149378407,72.72343600620057,0.0,0.2579489220738045,0.0,0.0177563841088913
S19S_0012-U,-72.33105,42.47178,18.2,6.5,9.63,,-0.83,-72.33105,42.47178,-9.773388646570051,33.55802764053731,114.3628122241884,1.0225128662219938,0.1844502138889053,0.0688368222907747,0.0126969665949659,-0.08092190762392612,0.9900451691790498,-0.83,-9.773388646570051,1077.5167044060304,0.0,0.0,3.6485971443774887,32.89657149378407,72.72343600620057,0.0,0.2579489220738045,0.0,0.0177563841088913
S19S_0027-D,-105.91125,39.89064,7.1,6.5,9.57,,-0.41,-105.91125,39.89064,-3.882262028504715,41.70524723042105,117.27831922473712,4.617061496750929,0.2074556547713356,0.3108262519294506,0.0644826636141442,-0.38721614328026455,0.589084844213936,-0.41,-3.882262028504715,846.8931776840769,0.0,0.0,2.4943706891499096,39.16407780894978,75.30781230160282,0.0,0.2871731139047853,0.0,0.0892609426499336
S19S_0027-M,-105.91152,39.89078,7.1,6.5,9.57,,-0.84,-105.91152,39.89078,-3.882262028504715,41.70524723042105,117.27831922473712,4.617061496750929,0.2074556547713356,0.3108262519294506,0.0644826636141442,-0.07572071393811836,0.589084844213936,-0.84,-3.882262028504715,362.17405101246607,0.0,0.0,2.4943706891499096,39.16407780894978,75.30781230160282,0.0,0.2871731139047853,0.0,0.0892609426499336
S19S_0027-U,-105.91164,39.89071,7.1,6.5,9.57,,-1.95,-105.91164,39.89071,-3.882262028504715,41.70524723042105,117.27831922473712,4.617061496750929,0.2074556547713356,0.3108262519294506,0.0644826636141442,0.290034611362518,0.589084844213936,-1.95,-3.882262028504715,99.09036043613924,0.0,0.0,2.4943706891499096,39.16407780894978,75.30781230160282,0.0,0.2871731139047853,0.0,0.0892609426499336
S19S_0030-U,-121.929928,45.792233,14.7,6.0,9.1,,-2.87,-121.929928,45.792233,5.028093811551395,57.2325668848492,124.6604581365846,5.96191681361406,0.2608174086545018,0.4013635639886733,0.104682604687861,0.4578818967339924,0.7014033719294009,-2.87,5.028093811551395,275.19490632583256,0.0,0.0,8.63295050565644,52.74542169725738,81.49834630073389,0.0,0.3134974176233981,0.0,0.1258264408385726
S19S_0047-D,-149.40333,68.64278,8.5,6.5,10.26,,-11.03,-149.40333,68.64278,-10.629850321669268,30.613603961534647,113.04984567235392,4.63722604711263,0.1587029673570816,0.3121837542315492,0.0495444881572206,1.0425755124401905,1.0265271492899235,-11.03,-10.629850321669268,3.627830265917779,0.0,0.0,2.1873883184155,27.764568212009383,71.40870800091554,0.0,0.2123763966744273,0.0,0.0663004608239914
S19S_0050-D,-149.14198,68.66953,9.6,6.5,12.44,,-0.88,-149.14198,68.66953,-8.725301713780482,32.8348948438442,113.687543450906,4.730350249714298,0.1622149255822296,0.3184529899519234,0.0516578280664897,-0.05551732784983137,0.9407804534380314,-0.88,-8.725301713780482,891.5115583841457,0.0,0.0,1.9104089981055683,29.300821486045848,71.99175157721628,0.0,0.211928526595012,0.0,0.0674892729502873
S19S_0050-M,-149.14041,68.66967,9.6,6.5,12.44,,-2.54,-149.14041,68.66967,-8.82447067308515,32.91225517987443,113.71410815911744,4.730350249714298,0.1622527996082987,0.3184529899519234,0.0516698891633329,0.40483371661993806,0.9456886641275343,-2.54,-8.82447067308515,247.42010523957285,0.0,0.0,2.058111599781804,29.37697959517442,72.01541764000152,0.0,0.211763515819053,0.0,0.0674367247753088
S19S_0050-U,-149.5972,68.62722,9.6,6.5,12.44,,-1.93,-149.5972,68.62722,-10.041246633981643,32.334551253459004,113.5025513097102,4.611466938947754,0.1585201132617128,0.3104496194253379,0.0492125088333601,0.28555730900777376,1.00178763438765,-1.93,-10.041246633981643,420.2718463202924,0.0,0.0,3.05151880976942,28.62117877307286,71.79076615204097,0.0,0.202641744837094,0.0,0.0629100525643623
S19S_0062-D,-106.950417,38.544583,14.2,7.5,,,-0.69,-106.950417,38.544583,-14.387480618188246,24.77309194318918,111.23822489599216,1.8482734367135376,0.1301762461342926,0.1244280383266952,0.016197574943223,-0.16115090926274472,1.1579847515869663,-0.69,-14.387480618188246,1985.1421185780068,0.0,0.0,4.840473575976417,20.22717554187961,69.4947010780132,0.0,0.1481060659374538,0.0,0.0184285472488815
S19S_0062-M,-106.950472,38.544667,14.2,7.5,,,-6.32,-106.95047200000002,38.544667,-13.568390095134024,25.54378846762885,111.45977495974766,1.8482734367135376,0.1321048334176148,0.1244280383266952,0.0164375452756286,0.800717078282385,1.132528321183918,-6.32,-13.568390095134024,114.6897166951586,0.0,0.0,3.4031783317704907,21.534319058076928,69.80235477658732,0.0,0.1522818018718675,0.0,0.0189481258797709
S19S_0051-D,-147.50267,65.1531,4.5,6.5,12.9,,-0.94,-147.50267,65.1531,-7.9332635783582095,38.52357286299487,116.14941167873494,4.245267872969215,0.191333542650438,0.2857966484353968,0.0546824852227662,-0.026872146400301365,0.8994518837233245,-0.94,-7.9332635783582095,743.9642104636393,0.0,0.0,5.273260322527324,37.093214447745794,74.31367222365246,0.0,0.2647693142343055,0.0,0.0756701826167029
S19S_0051-M,-147.50249,65.15298,4.5,6.5,12.9,,-16.33,-147.50249,65.15298,-7.895009601694673,38.12105298183421,116.03160340047012,4.245267872969215,0.1912937306416923,0.2857966484353968,0.0546711070840992,1.212986184736668,0.897352662521701,-16.33,-7.895009601694673,51.653339854900956,0.0,0.0,4.721848186187077,37.00745621865354,74.24473257269432,0.0,0.265659803077279,0.0,0.0759246813434938
S19S_0051-U,-147.80559,64.85568,4.5,6.5,12.9,,-0.67,-147.80559,64.85568,-9.285492053628293,32.24105409522839,113.47837272885154,3.665490936371036,0.163379228323198,0.2467653528191772,0.0403163329204988,-0.17392519729917355,0.9678049226706738,-0.67,-9.285492053628293,1285.8943363624317,0.0,0.0,4.579438943491128,28.404801418943126,71.70051849821743,0.0,0.2130522633634824,0.0,0.052573916937814
S19S_0090-D,-75.930606,37.291383,22.9,6.5,5.8,,-13.31,-75.930606,37.291383,-12.341509357519875,26.812557851516758,111.8718282249074,2.7485282830560647,0.1386922964702014,0.1850343005276395,0.0256628320659356,1.1241780554746752,1.0913682768411888,-13.31,-12.341509357519875,7.276413542299963,0.0,0.0,5.616613083916652,23.23690591199861,70.14381798402556,0.0,0.1645485511700924,0.0,0.0304471260685945
S19S_0090-M,-75.930615,37.291374,22.9,6.5,5.8,,-1.19,-75.930615,37.291374,-12.22057055437136,26.78700392150114,111.86441859490016,2.7485282830560647,0.1377585376908534,0.1850343005276395,0.0254900546633374,0.07554696139253074,1.0870914827339198,-1.19,-12.22057055437136,926.9387020480135,0.0,0.0,5.473049726527994,23.252530255515182,70.15127728958907,0.0,0.1622585390427233,0.0,0.030023395276407
S19S_0090-U,-75.930807,37.291396,22.9,6.5,5.8,,-1.5,-75.930807,37.291396,-12.466858864586694,26.863147751111285,111.88050878854742,2.7485282830560647,0.1395729065773792,0.1850343005276395,0.0258257751411549,0.17609125905568124,1.095757042923546,-1.5,-12.466858864586694,731.1239243057796,0.0,0.0,5.9978227211692525,23.15387033952202,70.12247980971294,0.0,0.1663422753451095,0.0,0.0307790265666583
S19S_0066-D,-106.643178,35.19845,31.2,6.5,,,-0.83,-106.643178,35.19845,-5.803028518805499,34.478343108490684,114.25167744704048,3.3056303044139463,0.1622367038439837,0.2225390929942,0.0361040089238087,-0.08092190762392612,0.7636547048966732,-0.83,-5.803028518805499,599.1600625066867,0.0,0.0,3.435072503465476,30.69222173713709,72.4315426074368,0.0,0.1916596497463997,0.0,0.0426517646181498
S19S_0077-D,-105.223141,40.66403,18.0,6.5,,,-1.68,-105.22314099999998,40.66403,-6.556081238594468,38.681832460013965,116.35614856862436,1.2735304264268057,0.2022469973630315,0.0857356328138406,0.0173397743036186,0.22530928172586284,0.816644326419923,-1.68,-6.556081238594468,290.24293086871836,0.0,0.0,4.529061376666837,38.03171359990984,74.51975818910041,0.0,0.2836702841592252,0.0,0.0243206513228731
S19S_0077-M,-105.223622,40.664282,18.0,6.5,,,-1.23,-105.223622,40.664282,-6.130932002037869,38.90201217604924,116.40877377453612,1.2735304264268057,0.2015083392669439,0.0857356328138406,0.0172764449843174,0.08990511143939793,0.787526499408347,-1.23,-6.130932002037869,398.4497562632414,0.0,0.0,3.258914150778538,38.11884852644375,74.60026696178103,0.0,0.282988193926023,0.0,0.0242621718850934
S19S_0077-U,-105.224786,40.664703,18.0,6.5,,,-1.6,-105.224786,40.664703,-5.80460763469138,39.09118089902482,116.45639558648102,1.2735304264268057,0.201174832641841,0.0857356328138406,0.0172478515827666,0.2041199826559248,0.7637728687175728,-1.6,-5.80460763469138,262.7879771682112,0.0,0.0,2.680277961232832,38.173015713130745,74.65523367238627,0.0,0.2825160886517449,0.0,0.0242216956406484
S19S_0097-D,-111.8865,41.720847,16.9,8.49,,,-18.48,-111.8865,41.720847,-17.636415964823687,21.538450934956,110.27995525295177,4.017998955186606,0.1097666768427646,0.2704966256949282,0.0296915156997134,1.266701966884088,1.246410333355532,-18.48,-17.636415964823687,4.564848675196501,0.0,0.0,4.750244803192795,14.17233813445208,68.48827917417668,0.0,0.1193267328374623,0.0,0.0322774785877337
S19S_0097-M,-111.886477,41.720805,16.9,8.49,,,-8.77,-111.886477,41.720805,-17.95534300735125,21.024173467159123,110.190999239105,4.017998955186606,0.1094499066633861,0.2704966256949282,0.0296058304350707,0.9429995933660406,1.254193706024443,-8.77,-17.95534300735125,104.73595219328678,0.0,0.0,3.962249883670674,13.729544157848458,68.37952794288667,0.0,0.1182149731594223,0.0,0.0319767513462402
S19S_0098-D,-111.580533,41.950204,10.34,8.31,,,-7.56,-111.58053300000002,41.950204,-16.263267441324523,26.175604485854173,111.60299674138298,3.929709983062473,0.1460645346328881,0.2645529036302861,0.038641796754537,0.8785217955012066,1.2112078038152028,-7.56,-16.263267441324523,115.12258520270535,0.0,0.0,6.062295556979346,20.870230294872268,69.6061715511045,0.0,0.173470986823983,0.0,0.0458922532598958
S19S_0098-M,-111.580451,41.950345,10.34,8.31,,,-5.3,-111.580451,41.950345,-16.62618589878671,26.993944031032136,111.82134326112336,3.929709983062473,0.1477279475627395,0.2645529036302861,0.0390818574750653,0.724275869600789,1.2207926320762512,-5.3,-16.62618589878671,213.7016207318247,0.0,0.0,6.978012341587485,21.432226419591867,69.7347391377822,0.0,0.1781561478551973,0.0,0.047131726214679
